Ano,Mês,UF,IMPOSTO SOBRE IMPORTAÇÃO,IMPOSTO SOBRE EXPORTAÇÃO,IPI - FUMO,IPI - BEBIDAS,IPI - AUTOMÓVEIS,IPI - VINCULADO À IMPORTACAO,IPI - OUTROS,IRPF,IRPJ - ENTIDADES FINANCEIRAS,IRPJ - DEMAIS EMPRESAS,IRRF - RENDIMENTOS DO TRABALHO,IRRF - RENDIMENTOS DO CAPITAL,IRRF - REMESSAS P/ EXTERIOR,IRRF - OUTROS RENDIMENTOS,IMPOSTO S/ OPERAÇÕES FINANCEIRAS,IMPOSTO TERRITORIAL RURAL,CPMF,COFINS
2009,Janeiro,GO,"29173657,62","70640,08","7246706,57","11435212,51","1324842,67","21604654,41","11378199,89","7625951,72","665631,87","77865701,17",45572709,"6139391,22",2757208,"3462439,21","1300482,3","471723,34","7716,6",0
2009,Janeiro,MA,"5362743,28","2037,39","2077793,12","8579199,66",0,"946772,15","1091348,99","2612982,68","13065,89","25969380,8","12929917,11","2362685,87",590462,"1436765,78","153404,09","113077,5","3027,43",0
2009,Janeiro,MT,"2729491,34","3209,14","2747379,82","4787679,81","2504,11","994245,49","1455853,91","10490701,56","315235,37","42392138,13","19400721,52","4055852,64","592349,82","1876935,46","1748541,37","549021,84","75161,06",0
2009,Janeiro,MS,"585200,17","847,14","1300554,56","333127,31",0,"270987,75","7384003,08","4690251,86","73384,96","26827478,2","16925930,32","8238543,02","313624,62","1538632,61","548145,65","668378,46","19619,86",0
2009,Janeiro,MG,"34094495,19","10164,79","21335152,86","17372655,41","6032,96","18878095,98","81132416,9","54507521,75","28449842,62","551745708,1","352378809,8","82297803,89","73764179,59","25903304,72","33326482,52","1512577,12","3381169,11",0
2009,Janeiro,PA,"3361349,5","26070,1","5634043,58","7046669,79",0,"795755,87","2275368,78","3536364,57","8116503,3","75016142,36","29006991,8","2373019,79","704027,87","3015540,42","3225779,73","358881,91","114018,9",0
2009,Janeiro,PB,"2130838,13","2272,37","3077372,64","3020690,56",0,"316378,24","3583337,01","2867643,03","6439,62","19785459,75","17987966,07","461979,19","1074874,33","837641,26","157895,21","38260,63","21863,1",0
2009,Janeiro,PR,112605142,"94642,71","10316841,41","14182643,97","10775625,83","54877179,97","74527944,79","25509761,79","35105332,06","393360154,7","199317729,2","154375281,1","45388704,98","20201296,44","62173823,65","723652,93","81496,12",0
2009,Janeiro,PE,"19859534,98","12301,97","9253047,31","30991035,84",0,"11360298,45","29145085,36","14062021,29","20297616,39","99514407,26","61759640,84","14977788,93","5007569,41","6631109,44","4241495,25","159804,89","12612,28",0
2009,Janeiro,PI,"182799,51","727,08","1384266,75","3285396,11",0,"148102,31","1178534,37","2111403,57","4668,5","15045384,45","7462125,79","4008620,52","41474,47","764029,12","70803,27","91097,76","1450,07",0
2009,Janeiro,RJ,"128094068,2","8949,99","37129332,64","43006204,71","173569,83","70655421,82","81321930,32","105107046,1","234929980,4",1868109333,1008750646,"336688190,1","773534652,9","79985178,85","43224066,61","398608,87","1599385,9",0
2009,Janeiro,RN,"767282,6","2261,59","2918301,03","2091145,89","2314,81","339620,95","2033190,94","3858551,22","114938,43","26519445,62","15694172,79","1074553,78","640793,58","1429510,51","370112,87","61015,98","92,82",0
2009,Janeiro,RS,"64427777,64","17673,37","35245268,16","24846269,13","3180153,17","78429336,36","84878043,72","28048866,18","89483559,54","377201113,7","225410166,1","76517582,14","11983267,46","17510671,77","23577713,22","656307,26","2857411,23",0
2009,Janeiro,RO,"5517,54","66,37","1148910,1","14806,59","6551,7","78,82","1231210,84","1720796,23","4500,16","14573877,91","7698402,21","968969,22","307,2","355298,86","642514,19","46527,3","765,87",0
2009,Janeiro,RR,"86282,99","33,3","577652,07",0,0,"218,7","4255,22","596639,08","28,3","4013133,72","2695228,58","58037,8",0,"55920,13","9782,92","103403,51","14,58",0
2009,Janeiro,SC,"111611875,3","73541,74","114107,23","16011037,23",0,"56971251,45","41632093,46","14031511,92","3603779,77","242894206,4","91587468,32","43099697,53","14803983,99","8409318,12","3498402,03","133311,42","34086,02",0
2009,Janeiro,SP,"703129772,9","87587,95","69638391,61","96879367,21","16647692,84","331052451,6","582940703,3","357052910,3","692075063,9",3474959249,2446584569,1798490548,"607482610,9","244280754,8",1000437197,"1248297,84","5156780,19",0
2009,Janeiro,SE,"144628,99","271,23","1656365,93","4901215,01","60,04","411129,93","1976480,19","2057131,01","1389396,39","15616271,07","12146541,61","4153260,84","2000068,97","1047717,34","1340421,59","37648,1","119,19",0
2009,Janeiro,TO,"4658,58","30,87","838114,4","6439,21",0,0,"117534,8","883062,6","4612,93","17272207,06","3943183,44","568754,15","438,47","555580,26","145748,32","104608,94","1121,93",0
2009,Fevereiro,AC,"2264,59","14,45","431305,63","6225,01","2474,14",0,"49105,94","633758,07",0,"1501058,41","2298812,71","121319,9",0,"75898,05","26629,71","18248,29","6395,04",0
2009,Fevereiro,AL,"76888,92","11251,4","2631839,39","875060,09","5942,16","41686,88","1863411,58","2479376,97","228,75","7738323,93","10506294,07","1025207,07","73032,84","675917,11","175420,69","43296,83","8214,26",0
2009,Fevereiro,AP,"12385,14","5,1","1096524,57","10759,9",0,"7890,92","31611,39","508886,83",0,"2054989,39","5552071,3","13131,61","10211,06","83305,61","71478,42","42077,44","2,38",0
2009,Fevereiro,AM,"23968366,65","1401,49","2893451,33","2958187,13",0,"9930751,23","6155476,69","3383255,92","1021068,78","45787743,08","35475655,97","3199238,33","7214815,61","3169727,37","2310748,03","24720,65","20896,33",0
2009,Fevereiro,BA,"29769331,86","101350,46","9397855,23","7570801,34",0,"26751055,77","33382092,67","9559151,12","494456,33",215967845,54174789,"3024410,57","2967515,78","6171281,79","2662068,55","246222,81","34514,89",0
2009,Fevereiro,CE,"16356032,35","1871,27","5499506,37","6891733,82",0,"5887079,53","8460831,97","7486819,49","8274832,54","40404945,48","33070145,25","3436827,09","1876004,3","4128298,01","4416585,39","48375,02","512,56",0
2009,Fevereiro,DF,"1087686,66","277,46","5681251,19","2472535,59",0,"404007,95","5107959,33","10924125,25","310079674,5","189499443,9","777115064,9","122035724,7","19549109,45","113597906,4","274672442,7","83166,04","9502,76",0
2009,Fevereiro,ES,"126281205,2","756,05","6594426,04","3169279,53","986981,04","68761937,62","22485534,85","5498644,15","4142564,67","48656320,99","26995329,75","3824799,68","3917039,61","4035038,06","6011497,22","53112,97","126884,71",0
2009,Fevereiro,GO,"37394799,1","51544,98","8233689,9","7289189,22",0,"22934865,91","6787164,87","7596965,49","1235598,45","61026247,71","27563420,98","2654249,56","-22803113,7","2995437,8","1206166,51","359304,22","1268,61",0
2009,Fevereiro,MA,"9190407,69","1533,09","2367402,85","3880193,87",0,"2409509,9","849016,4","2653256,27","3212,09","13029384,29","10836376,84","514298,63","15208,29","1236016,3","233293,96","123301,45","4645,74",0
2009,Fevereiro,MT,"1959901,12","3730,74","3273030,57","2970735,33",0,"810316,96","1808938,18","3422259,49","4004,25","20267457,4","13549349,91","1525799,22","742083,84","1254188,3","1628658,26","490572,02","18423,11",0
2009,Fevereiro,MS,"1094943,39","2120,49","1590505,4","155134,07",0,"760652,55","2559563,61","5446336,45","1094,03","13094807,08","11153234,35","1115015,07","216691,97","1235769,28","635496,54","597245,05","18572,64",0
2009,Fevereiro,MG,"34808513,46","7884,37","24905926,31","5746392,17","14731,76","18659969,65","71496033,69","32322633,14","9430784,42","271658351,8","152899388,9","23465504,61","33670324,88","18465982,44","37109327,28","1116975,57","2289421,17",0
2009,Fevereiro,PA,"1795324,95","39583,79","6211461,02","2521034,01",0,"498956,06","2128029,29","3327394,24","4505817,77","21196188,5","20340034,87","2125426,18","700035,33",1809402,"3415300,7","283449,27","115084,58",0
2009,Fevereiro,PB,"5454512,24","2197,18","3312042,24","1597163,87",0,"1342425,11","3867670,61","2461028,55","189,62","12576125,75","14677620,82","335551,17","71919,37","709205,09","169964,7","47899,41","18574,02",0
2009,Fevereiro,PR,"80101344,07","168011,57","12300298,67","5536489,82",202000,"41696278,46","68262540,46","18265000,02","57541021,41","147887625,6","106930559,1","84128800,74","11817221,04","17298272,71","65293865,42","522108,48","3443,45",0
2009,Fevereiro,PE,"17521107,12",8991,"11345135,84","13888878,99",0,"11499665,75","19984882,75","8237790,75","7103842,05","52050122,65","43227220,04","8736702,26","1957820,66","5155461,63","5117934,11","75335,32","12652,88",0
2009,Fevereiro,PI,"5821,85","202,1","1604681,17","2083022,98",0,0,"1174514,53","1511727,17",0,"8916624,38","6209476,11","368708,16","41316,91","896272,16","80323,42","62994,15","2197,15",0
2009,Fevereiro,RJ,"113975503,9","6578,93","46690709,24","14707076,15","5577448,32","49113048,48","105743538,1","108490336,4","262401595,4",1087139370,577319834,"100592954,4",118586360,"72206106,69",70306483,"469426,36","1709627,85",0
2009,Fevereiro,RN,"1560586,85","468,65","3420743,16","1322981,24",155,"144257,68","1892303,31","2492594,42","29268,15","12720285,81","13972601,46","595710,33","305237,93","1464168,77","388342,32","43525,09","159,1",0
2009,Fevereiro,RS,"55101459,02","76098,22","43698536,27","8578570,66",0,"42877579,72","78645009,33","24407063,58","15425344,33","141468025,7","141955208,9","33664754,18","7005254,35","13912983,68","25409299,08","438004,17","12230,72",0
2009,Fevereiro,RO,"197073,89",45,"1199125,82","18744,47","4907,11","145640,12","840754,65","1296676,02","444,31","6013711,56","6101593,33","632602,67","860,56","609282,78","607707,88","33324,68","796,58",0
2009,Fevereiro,RR,"56962,29","16,88","640979,89","4216,05",0,"223857,84","2235,63","555072,5",0,"1699734,72","1689120,1","66358,15","13441,68","113700,46","29331,44","13555,35","9,19",0
2009,Fevereiro,SC,"101331087,3","69777,95","9425131,42","2753692,17","5810,79","53256220,77","43614567,98","9671074,22","2534370,43","92316528,73","49889954,61","6546335,3","2677644,76","5981495,61","4311557,2","132939,22","20214,97",0
2009,Fevereiro,SP,"569882608,8","107837,45","87664587,25","37989148,96","28486294,96","261339539,8","502956770,6",219667098,"452156469,6",1658016908,1348764376,"930310303,1","308155280,6","186034995,2","954358601,4","862854,12","3401225,57",0
2009,Fevereiro,SE,"73377,46","186,34","1776204,7","3653199,27","60,04","245309,42","2255726,03","2082759,85","1567046,54","8289457,9","9551642,76","988929,35","45641,42","798459,02","1386709,24","33019,45","137,32",0
2009,Fevereiro,TO,"5128,7","25,59","1065694,91","2550,01",0,0,"166302,99","742443,32","13324,81","4790978,63","2519501,6","219631,98","4324,49","284670,55","106536,99","135889,33","1233,27",0
2009,Março,AC,"2498,95","33,91","386164,62",0,"1894,15",0,"47524,15","702808,42",0,"3906739,72","2391653,4","148656,37","2950,24","103069,32","26990,59","27513,03","8296,72",0
2009,Março,AL,"53900,89","160,03","2262834,48","725636,01",0,"27452,32","2043677,66","3293477,65","31,73","10071385,67","9867815,22","380786,83","69562,42","1643499,55","98828,66","57733,67","1932,19",0
2009,Março,AP,"15993,29","3,98","1031551,29",0,0,"107030,86","63724,53","652560,93","34295,82","2079243,9","5543438,56","16525,73","2319,42","128801,82","55644,77","33003,36","2,12",0
2009,Março,AM,"60184715,71","1351,23","2683087,61","2692804,18",0,"20660431,06","1098303,17","15070239,07","110891,94","83208964,08","34850308,83","2675018,07","12799875,28","3433625,77","1548051,85","1405743,48","21000,42",0
2009,Março,BA,"39277346,62","109108,63","7256441,7","10069996,33",0,"28364859,15","33786811,63","13801903,02","653862,32","177443010,8","62078507,67","2978290,11","6963083,46","7101635,47","3755421,53","508341,45","35126,46",0
2009,Março,CE,"16483679,24","6417,57","4402644,57","6578844,43",0,"5598017,87","9087824,84","8073912,66","42243574,56","56602015,72","30900891,68","4293431,58","1615681,1","4163685,66","6715874,94","137759,1","3623,22",0
2009,Março,DF,"2174444,24","2705,36","4757872,74","3187336,53",0,"860097,44","5247497,07","16620351,11","259363392,2","278669789,7",1219022059,"109677578,8","13485063,76","133556453,8","258741788,6","67413,62","46629,69",0
2009,Março,ES,"194241074,5",3255,"5274225,69","1626135,56","2822005,57","97237016,63","21497853,98","8018277,18",3311703,"60358561,57","25098079,57","3631799,34","3726166,79","4016341,68","5760908,36","69139,24","162867,78",0
2009,Março,GO,"73050459,29","9148,13","7261804,95","5859713,1",0,"51836197,09","9485814,39","8908905,46","582179,26","56062098,95","25092972,64","-16711966,76","1261642,25","3080680,69","989918,18","652494,21","1619,53",0
2009,Março,MA,"2448865,19","4186,51","1710801,39","1536312,56",0,"1524343,02","845307,89","2694628,22","16180,37","14485300,28","13806868,63","557980,35","496832,03","1377390,57","127392,53","153576,23","6010,28",0
2009,Março,MT,"1166118,55","6198,77","2732800,17","2304270,5",0,"1213701,8","1819753,85",5011917,"8177,92","22409178,03","12939123,43","1316150,07","439789,64","1459616,83","1748913,37","741907,36","64404,21",0
2009,Março,MS,"611441,31","1882,9","1201391,01","127688,2","2364,56","576816,89","3922885,36","4478195,9",1603,"54960673,06","11817426,73","1396886,92","152177,34","1128016,82","658239,87","2296074,37","16259,43",0
2009,Março,MG,"44423947,5","13782,98","20600154,88","11734182,09","36597,14","29418393,05","67901807,03","39281535,37","28406782,64","893517233,5","166381069,8","20598812,63","33954926,93","18742313,7","33479541,94","1916705,36","2358149,51",0
2009,Março,PA,"2133651,5","27799,76","5466082,48","2229228,87",0,"295258,65","2061449,07","3745559,58","4637533,86","33526187,42","24046527,5","2527290,34","509486,3","2284449,64","3380866,24","254285,26","116046,55",0
2009,Março,PB,"2213092,36","8362,55","3078292,59","1420876,67",0,"740205,3","3263763,32","3336766,24","-1125,11","12044697,63","17897475,07","419824,11","120321,63","1354587,37","154526,81","108775,35","17733,95",0
2009,Março,PR,99786686,"170559,72","10314512,79","6113990,98","2890746,18","53251813,23","54109996,62","24933367,09","99221455,17","159212450,6","135380646,1","63837115,45","21771809,81","14339724,39","59068462,68","824318,62","23158,97",0
2009,Março,PE,"19422550,79","16656,93","8857095,21","12221850,4",0,"16763024,83","20509796,42","11220313,24","7655218,26","60196286,33","44056583,11","8517094,37","9138909,54","5137703,86","4359455,25","157389,75","8803,82",0
2009,Março,PI,"248460,54","329,09","1192120,99","2905957,29",0,"203340,75","695178,64","2138478,48","-12526,82","9214543,29","6119738,24","227554,73","56357,31","538242,14","66009,31","84464,4","2020,95",0
2009,Março,RJ,141849451,"14787,59","36729160,54","18071980,45","7612447,67","74783850,5","76273388,94","101325811,1","146801802,7","916382111,4","730678108,8","94359797,77","248730464,8","72172920,64","40661382,32","512078,27","1660709,66",0
2009,Março,RN,"523178,44","5270,65","2732352,71","1040688,17","4668,85","260739,14","1935501,45","3331378,51","43329,3","12541413,66","12942840,55","401432,98","382498,21","866389,89","339133,11","69912,36","71,65",0
2009,Março,RS,"58464135,36","41075,45","26873430,34","9341432,24","7755908,33","51488380,47","75490801,7","30964797,76","20252287,15","158368866,1","144654304,9","24359009,58","33537501,12","13965212,89","23402398,07","585135,62","13143,76",0
2009,Março,RO,"1494349,67","636,27","1106724,73","3588,42","12868,28","101255,02","999048,5","2141558,82","254,7","7523660,04","6004859,14","1044498,82","11990,86","495873,92","586697,01","64831,78",739,0
2009,Março,RR,"63438,12","410,63","522528,08",0,0,"649,14","3243,73","816002,52",0,"1999443,63","2190823,44","105121,2",0,"75520,61","12416,96","12304,45","4,74",0
2009,Março,SC,"114494811,8","132520,3","10875831,48","7927208,52","34943,34","52411497,43","50024170,88","14042991,88","1078783,76","336451955,5","54327332,65","7206455,49","4719012,96","6624994,69","3998493,98","312817,32",61261,0
2009,Março,SP,"736386453,3","117611,38","80685127,07","44763529,79","34690372,46",340073076,"496332742,5","215661180,6",1329933454,2909665714,1814119604,"744476482,2","499495971,1","184202346,4","847994187,6","1266261,1","35668286,3",0
2009,Março,SE,80976,"195,24","1554903,32","2665910,12","60,04","185565,94","2378986,43","2351532,9","10,21","9431116,05","8711765,66","589700,07","77125,75","784699,47","985835,7","54159,55","105,62",0
2009,Março,TO,"5570,84","740,84","759984,88","20,4",0,0,"114685,19","886129,55","3638,1","8158964,87","2995453,19","201499,16","10991,46","234518,22","92112,5","110894,43","581,32",0
2009,Abril,AC,"3485,64","18,8","266106,21",0,"3603,38",0,"46132,42","3327518,69","67,6","5489725,52",2449805,"135315,64","4254,96","89080,76","25389,89","11389,34","3490,57",0
2009,Abril,AL,"136741,56","11764,52","1859549,9","676308,28",0,"61130,67","2186199,61","29894324,83","13257,93","13727560,91","10051573,42","343968,27","405334,31","728258,88","188360,53","51931,4","181,78",0
2009,Abril,AP,"12397,52","4,2","771171,03",0,0,"46351,75","50763,67","3023441,36",0,"2872722,21","5565875,74","17254,16",0,"91079,58","63002,83","34250,1","2,25",0
2009,Abril,AM,"26505768,54","2327,42","2278061,49","2673789,82","909,64","11611892,78","9904084,06",20393548,"129823,98","65444198,24","41469779,94","2410947,18","14791784,84","3161676,16","1491343,18","31675,78","21043,22",0
2009,Abril,BA,"27026938,81","70600,86","6478443,88","10936142,45",0,"21205060,01","41264510,61","69884232,04","2758967,23","116858816,2","71159126,2","3542396,28","11207833,59","7174778,03","3338887,78","351728,89","35375,77",0
2009,Abril,CE,"14222248,32","1458,42","3956841,29","6248546,89","8851,17","7002598,58","8107650,68","53944745,49","9417184,29","75566512,43","35004031,16","5537488,72","2377386,97","3559277,12","6068681,76","54113,43","62529,25",0
2009,Abril,DF,"1741800,37","766,87","4714643,78","3148211,09",0,"917001,38","4644654,23","100351603,3",181344931,"329472633,8",1160942073,"157714851,9","23344767,28","80877065,42","276336810,9","27672,88","88195,27",0
2009,Abril,ES,"123714317,9","875,42","4819345,4","3627492,02","959103,8","63623696,9","25217588,38","53014801,53","3925824,25","96515965,12","28976349,04","4204518,54","1481858,15","4132495,97","5820323,29","53741,35","125121,25",0
2009,Abril,GO,"28457632,18","12010,87","6443366,2","5134005,55","45884749,24","10262180,63","41558212,66","65982525,59","927357,52","69214310,19","24204542,62","2828597,79","1732089,88","2605486,1","1713670,78","348448,05","1918,71",0
2009,Abril,MA,"4524476,85","2203,5","1727941,85","1715282,6",0,"2724212,05","739199,34","14194485,5","-50,86","24981126,08","11061210,68","809689,94","657146,42","1223114,63","125530,4","118049,81","5625,17",0
2009,Abril,MT,"1556754,6","1550,93","2694250,89","2177645,16","277,19","927734,22","1824264,75","31189341,22","558237,98","31832290,13","14455923,06","2711702,58","455023,96","1529539,7","1786340,44","473411,11","34082,61",0
2009,Abril,MS,"230541,44","3223,3","1376980,96","368515,17",0,"555260,57","3730392,07","39099574,5","134192,41","33070648,03","11867487,99","1624049,16","154741,99","1052778,26","631890,33","424752,58","15810,58",0
2009,Abril,MG,"33298270,92","23307,17","19373984,69","10643327,83","2823856,5","22735327,44","82673316,23","286425946,2","17581072,88","523411442,2","172431787,5","24731248,03","33256228,59","18298562,24","44549255,98","1479036,43","2317434,99",0
2009,Abril,PA,"4817787,15","95876,93","4368649,69","1958744,13",0,"1199676,73","2241526,24","25049010,83","6148619,8","37557703,71","23121411,63","1938651,05","296590,29","2071733,22","3175026,21","205544,73","102284,46",0
2009,Abril,PB,"4777636,89","956,49","2366683,3","1277664,02","6796,77","274596,51","3708464,41","36028672,29","20296,34","16385000,2","15379423,52","512799,11","105191,21","660265,07","205394,59","99376,34","200335,48",0
2009,Abril,PR,"78939710,59","455862,28","8736985,68","5635257,37","47682870,73","45184272,97","75349950,11","218041373,8","13277175,06","248790539,4","129738720,4","63120034,08","15293870,4","16560748,51","62494004,88","1387432,82","53082,71",0
2009,Abril,PE,"15193323,83","14937,74","8746154,14","13062484,75",0,"10367129,86","22487097,45","90565307,62","10072513,92","85110741,34","46906578,25","2454836,86","3014191,25","5541495,07","5032986,33","223220,57","13290,97",0
2009,Abril,PI,"180372,64","368,43","1171832,07","2167939,05",0,"168043,71","1009618,02","16676037,8","2449,83","15373231,59","6107724,57","234196,41","25554,71","500617,83","53702,38","71624,48","4511,02",0
2009,Abril,RJ,"108790494,3","3571,66","36467519,02","16075144,51","14292528,47","61727298,04","87144714,91","503833943,1","82721032,49",1519046665,"689528800,1",112373937,"146761264,6","71080971,09","41873510,4","517906,13","1672319,4",0
2009,Abril,RN,"433654,47","2089,49","2479487,44","938637,83","1962,73","236908,36","2357403,08","29279640,94","45329,55","23537419,55","13615399,32","781949,68","374015,77","838690,18","328997,47","-378931,78","67,73",0
2009,Abril,RS,"52589664,49","128838,19","56716014,49","11883338,88","12856393,5","71270821,72","100140440,3","275012737,9","18677596,65","282418972,7","138096997,8","34510642,28","9179599,29","13766702,7","26405703,56","477943,34","15864,89",0
2009,Abril,RO,"157932,33","281,61","994964,91","3635,9","19034,71","52513,91","1480892,03","11321928,73","6078,42","14414430,21","6207915,99","852457,22","4681,68","351535,3","597503,66","35791,84","744,85",0
2009,Abril,RR,"74448,97","10,5",510039,0,0,"588,98","2664,76","4949305,12",0,"4487911,26","2061448,93","34977,89",0,"43013,73","19232,87","13147,45","5,65",0
2009,Abril,SC,"81098076,08","12951,64","10433943,45","2992542,61","981,74","35279072,67","60517524,59","121862338,1","605098,39","201157200,1","64983365,49","7981066,91",3878854,"7350809,53","4648079,19","100461,67","35976,62",0
2009,Abril,SP,"575171409,7","147432,75","84504840,15","41860901,8","89981792,54","269747909,6","596108000,3",1186250292,"994050813,1",2672357246,1478692448,"891327019,2","333665954,6","202932692,3","938736421,4","945479,06","4720246,37",0
2009,Abril,SE,"1015331,66","277,09","1259167,16","2204947,1","60,04","160724,63","2668315,66","20486065,41","1609813,99","12805223,52","10337860,07","951900,82","59544,24","1010401,78","1145402,86","19602,55","149,84",0
2009,Abril,TO,"4752,19","103,4","782479,01","412,22",0,0,"63305,38","5378611,6","22212,93","9205856,66","2824898,61","337574,43","174873,53","426304,22","97278,36","142625,74","75,69",0
2009,Maio,AC,"3419,53","12,23","147973,48",0,"2305,9",0,"41526,98","2121640,55",0,"3207094,37",2296817,"69971,1","9289,28","122094,39","26904,32","20680,62","9694,58",0
2009,Maio,AL,"213531,85","22654,86","791026,03","717182,96","3788,67","39317,04","2028254,08","10508586,87","156,51","10362291,15","9074793,51","330244,49","22607,16","738469,08","113389,51","85952,96","22780,32",0
2009,Maio,AP,"615,08","3,79","292895,89",0,0,"8843,06","51857,65","1952909,31",0,"1633448,62","5513883,76","40619,33","1898,98","93335,2","55920,27","36388,71","2,2",0
2009,Maio,AM,"23395277,08","1111,96","891861,99","2730076,69",0,"10074267,71","8935009,48","10643081,43","105412,13","55931720,5","34914490,88","1963366,73",9260145,"4236041,51","2354602,56","50919,4","21672,71",0
2009,Maio,BA,"24501950,46","103999,13","3425504,75","9130241,64",0,"26869132,08","39488950,95","33940905,92","377240,41","64244104,55","68837329,11","2927611,13","4309604,39","7714535,01","2600901,23","373353,15","36467,87",0
2009,Maio,CE,"16032806,33","18020,77","1714489,95","6562825,35","4067,07","8972021,69","4930452,76","24584038,55","9157796,56","32566132,37","34726993,29","3293176,88","2026591,01","4236080,34","6134806,53","71319,55","667,52",0
2009,Maio,DF,"1612324,54","6466,74","1706148,74","2890504,13","1661,03","562701,52","2784054,36","52449886,55","371172615,6","201441411,7",1019359741,"190078543,6","73897626,09","84941857,16","280722700,7","87243,53","334840,42",0
2009,Maio,ES,106742303,"2278,54","2225744,84","2426791,78","2251559,61","61327718,64","21072590,71","22962191,82","4370503,53","47525279,79","28531892,58","3986309,5","2123055,13","4273990,56","5843589,78","56130,92","136153,2",0
2009,Maio,GO,"54001503,48","5032,77","2648291,75","5638759,79",0,"31471793,6","6651561,76","30454785,93","28094,36","34091661,79","28001763,1","2142014,17","1509333,59","3172017,94","1451783,66","548400,66","3314,17",0
2009,Maio,MA,"4768114,5",1670,"696715,26","3993778,34",0,"1578321,36","465285,75","8721630,91","1128,43","14616993,86","10138974,51","659416,88","1050968,19","1139337,76","115616,33","128681,45","5848,32",0
2009,Maio,MT,"1175530,35","4329,13","935709,21","2682469,58","404,78","557251,06","1138934,38","13382410,32","31161,09","16955571,12","14853370,55","1597228,56",457934,"1329763,75","1809246,35","693240,83","71963,81",0
2009,Maio,MS,"164722,02","13434,54","400362,97","117749,75",0,"54340,53","4345470,29","17550601,84","1373,51","14422570,23","11679444,43","1588054,26","159548,76","1100819,72","693800,04","541588,16","14785,99",0
2009,Maio,MG,"35248312,07","16908,64","7647774,49","11563396,37","16515743,45","21102870,39","76760952,77","108406372,3","14319504,33","279795025,2","183357441,9","19270638,65","32545930,29","19333448,98","47829787,19","1347614,9","2333536,97",0
2009,Maio,PA,"6801003,46","53880,33","2093104,05","2020569,79",0,"894005,68","1610801,84","15165405,67","6532362,53","23960107,31","21106849,37","2106523,31","334603,29","1912995,59","3000472,44","218355,71","133396,44",0
2009,Maio,PB,"2389545,41","382,88","1077062,11","1215803,95",12161,864764,"1961509,2","12764556,43","2673,82","8990254,98","15653149,11","375320,7","77691,49","606590,42","192848,8","64014,41","17028,74",0
2009,Maio,PR,"81340670,35","457711,29","2194083,62","6528164,17","15732103,31","48560531,89","65501012,1","80334947,59","65157895,21","149042824,7","110436750,3","92353780,75","12636116,81","15658534,42","66245550,19","739743,92","23191,77",0
2009,Maio,PE,"15394191,56","9930,9","3946940,33","12323841,51",0,"10622207,81","18801770,22","31214773,71","737264,22","52858930,72","42091005,98","6969010,74","5029973,07","5400832,55","5165492,61","171755,08","8933,49",0
2009,Maio,PI,"86159,81","274,36","528940,26","2000636,46",0,"59865,34","1001971,53","7162162,13",0,"7833408,82","6215771,43","225002,28","24600,09","609920,9","73751,21","72747,37","2254,54",0
2009,Maio,RJ,"110570878,1","5891,64","15285099,55","24594380,93","18556517,69","58793574,76","86855815,93",225292594,"68829929,06",1231465448,"591398938,6","176520988,6","147779199,6","74976320,25","43122638,79","332253,42","1672528,29",0
2009,Maio,RN,"947748,11","96,43","1072117,58","791811,84","110,34","598156,94","1726902,97","11408809,32","49196,62","11690599,12","14659626,93","321625,91","130998,52","915032,97","323252,72","88369,73","64,69",0
2009,Maio,RS,"38891170,36","62491,47",33743762,"9336827,2","3936,36","48954515,95","84866415,37","95220158,08","15376187,36","143154748,2","142106471,1","33807847,02","6842150,11","14491216,26","25383523,65","1158176,88","95648,72",0
2009,Maio,RO,"65760,18","542,98","381409,01","3736,9","11009,01","83825,13","995092,73","5827383,16","4817,48","9441125,6","6226869,19","618495,05","20827,73","1677553,9","622936,11",34771,"13502,87",0
2009,Maio,RR,"67288,28","12,92","218155,3",0,0,0,"5590,56","2756493,75","137,02","1742163,42","2433768,09","84200,04",160,"93905,42","15921,56","46659,07","7,93",0
2009,Maio,SC,"87724212,62",27262,"3658792,04","8049111,13",0,"40732542,59","59227799,33","38735747,21","640043,04","104939594,3","61561108,39","7344796,91","3881207,08","7269588,37","4641348,46","158060,93","26559,09",0
2009,Maio,SP,537216544,"108874,85","22628951,92","58381625,96","91649963,39","263281421,1","574280569,9","632197433,6","289317989,4",1566188213,1333903975,"810090924,4","366096252,7",198967285,"951573004,2","1508004,29","7998351,54",0
2009,Maio,SE,"448368,38","2289,29","527703,67","2984262,55","60,04","250361,15","1340507,89","8635485,46","2225447,15","6418665,25","9296519,36","706234,35","104007,63","838900,29","1226857,3","35079,56","178,07",0
2009,Maio,TO,"6690,43","1094,97","409728,4","2226,95",0,0,"121659,16","2972217,42","3627,05","7499647,77","2586462,9","255270,15","24556,45",294148,"166562,16","144405,5","927,37",0
2009,Junho,AC,"7073,64","24,87","527136,36",0,"2963,13","3283,54","50977,38","1912899,54",0,"2652578,19","2180671,89","68082,42","6147,18","90189,66","28053,15","25077,95","8047,01",0
2009,Junho,AL,"130164,71","11420,58","1053484,02","598437,03",0,"8512,73","2388133,18","9463697,22","1956,06","7199559,49","9727981,99","375540,62","129907,25","737814,6","123349,56","28477,63","1444,32",0
2009,Junho,AP,"107952,46","3,37","396400,48",0,0,"149368,6","55358,13","1928341,06",0,"2388053,71","5648305,23","17516,02","173,02","87778,57","56970,43","28892,59","2,24",0
